source	country	t_key	old_icon	new_canonical	confidence	why
123abfallkalender_de		Altpapier	Icons.PAPER	PAPER	high	already Icons reference
123abfallkalender_de		Biomüll	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
123abfallkalender_de		EBS Sondermüll	Icons.HAZARDOUS	HAZARDOUS	high	already Icons reference
123abfallkalender_de		Gelbe Tonne	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
123abfallkalender_de		MR Sondermüll	Icons.HAZARDOUS	HAZARDOUS	high	already Icons reference
123abfallkalender_de		Praxis GmbH	Icons.HAZARDOUS	HAZARDOUS	high	already Icons reference
123abfallkalender_de		Restmüll	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
1coast_com_au		140L Red Lid General Waste Bin	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
1coast_com_au		240L Green Lid Garden Vegetation Bin	Icons.GARDEN	GARDEN	high	already Icons reference
1coast_com_au		240L Yellow Lid Recycle Bin	Icons.RECYCLING	RECYCLING	high	already Icons reference
1coast_com_au		Bio	Icons.ORGANIC	ORGANIC	high	already Icons reference
1coast_com_au		Glass	Icons.GLASS	GLASS	high	already Icons reference
1coast_com_au		Paper	Icons.PAPER	PAPER	high	already Icons reference
1coast_com_au		Recycle	Icons.RECYCLING	RECYCLING	high	already Icons reference
1coast_com_au		Trash	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
aberdeenshire_gov_uk		Mixed recycling and food waste	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
aberdeenshire_gov_uk		Refuse and food waste	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
abfall_havelland_de		bio-tonne	Icons.ORGANIC	ORGANIC	high	already Icons reference
abfall_havelland_de		gelbe	Icons.RECYCLING	RECYCLING	high	already Icons reference
abfall_havelland_de		mülltonne	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
abfall_havelland_de		papier	Icons.PAPER	PAPER	high	already Icons reference
abfall_lro_de		Blaue	Icons.PAPER	PAPER	high	already Icons reference
abfall_lro_de		Gelbe	Icons.RECYCLING	RECYCLING	high	already Icons reference
abfall_lro_de		Grüne	Icons.ORGANIC	ORGANIC	high	already Icons reference
abfall_lro_de		Schwarze	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
abfall_neunkirchen_siegerland_de		Astschnittsammlung	Icons.GARDEN	GARDEN	high	already Icons reference
abfall_neunkirchen_siegerland_de		Biotonne	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
abfall_neunkirchen_siegerland_de		Container Restmüll	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
abfall_neunkirchen_siegerland_de		Gelbe Tonne	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
abfall_neunkirchen_siegerland_de		Papiertonne / Papiercontainer	Icons.PAPER	PAPER	high	already Icons reference
abfall_neunkirchen_siegerland_de		Restmülltonne	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
abfall_neunkirchen_siegerland_de		Schadstoffsammlung	Icons.HAZARDOUS	HAZARDOUS	high	already Icons reference
abfall_neunkirchen_siegerland_de		Spartonne Restmüll	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
abfall_wiener_neustadt_at		Altkleider	Icons.TEXTILE	TEXTILE	high	already Icons reference
abfall_wiener_neustadt_at		Altpapier	Icons.PAPER	PAPER	high	already Icons reference
abfall_wiener_neustadt_at		Biotonne	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
abfall_wiener_neustadt_at		Christbaum	Icons.CHRISTMAS_TREE	CHRISTMAS_TREE	high	already Icons reference
abfall_wiener_neustadt_at		Restmüll	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
abfall_wiener_neustadt_at		Wertstoffe	Icons.RECYCLING	RECYCLING	high	already Icons reference
abfallkalender_gifhorn_de		Bio	Icons.ORGANIC	ORGANIC	high	already Icons reference
abfallkalender_gifhorn_de		Glass	Icons.GLASS	GLASS	high	already Icons reference
abfallkalender_gifhorn_de		Paper	Icons.PAPER	PAPER	high	already Icons reference
abfallkalender_gifhorn_de		Recycle	Icons.RECYCLING	RECYCLING	high	already Icons reference
abfallkalender_gifhorn_de		Trash	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
abfallkalender_prezero_network	de	Biotonne	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
abfallkalender_prezero_network	de	Gelbe Tonne	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
abfallkalender_prezero_network	de	Papiertonne	Icons.PAPER	PAPER	high	already Icons reference
abfallkalender_prezero_network	de	Restmülltonne	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
abfallkalender_prezero_network	de	Restmülltonne 4-wl.	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
abfallkalender_prezero_network	de	Schadstoffsammlung	Icons.HAZARDOUS	HAZARDOUS	high	already Icons reference
abfallwirtschaft_fuerth_eu	de	Altpapier	Icons.PAPER	PAPER	high	already Icons reference
abfallwirtschaft_fuerth_eu	de	Biotonne	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
abfallwirtschaft_fuerth_eu	de	Gelber Sack	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
abfallwirtschaft_fuerth_eu	de	Restabfall	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
abfallwirtschaft_pforzheim_de		Biobehaelter	Icons.ORGANIC	ORGANIC	high	already Icons reference
abfallwirtschaft_pforzheim_de		Gelbe	Icons.RECYCLING	RECYCLING	high	already Icons reference
abfallwirtschaft_pforzheim_de		Grossmuellbehaelter	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
abfallwirtschaft_pforzheim_de		Papierbehaelter	Icons.PAPER	PAPER	high	already Icons reference
abfallwirtschaft_pforzheim_de		Restmuell	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
abfallwirtschaft_vechta_de		Altpapier	Icons.PAPER	PAPER	high	already Icons reference
abfallwirtschaft_vechta_de		Altpapier Pamo	Icons.PAPER	PAPER	high	already Icons reference
abfallwirtschaft_vechta_de		Altpapier Siemer	Icons.PAPER	PAPER	high	already Icons reference
abfallwirtschaft_vechta_de		Bioabfall	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
abfallwirtschaft_vechta_de		Gelbe Tonne	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
abfallwirtschaft_vechta_de		Glass	Icons.GLASS	GLASS	high	already Icons reference
abfallwirtschaft_vechta_de		Restabfall	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
abfuhrplan_landkreis_neumarkt_de		Gelber Sack	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
abfuhrplan_landkreis_neumarkt_de		Papiertonne	Icons.PAPER	PAPER	high	already Icons reference
abfuhrplan_landkreis_neumarkt_de		Restmüll	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
abfuhrplan_schwabach_de		Biocontainer	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
abfuhrplan_schwabach_de		Biotonne	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
abfuhrplan_schwabach_de		Gelber Sack	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
abfuhrplan_schwabach_de		Papiertonne	Icons.PAPER	PAPER	high	already Icons reference
abfuhrplan_schwabach_de		Restmüll	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
abfuhrplan_schwabach_de		Restmüllcontainer	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
abki_de		Bioabfall	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
abki_de		Gelbe	Icons.RECYCLING	RECYCLING	high	already Icons reference
abki_de		Glass	Icons.GLASS	GLASS	high	already Icons reference
abki_de		Papier	Icons.PAPER	PAPER	high	already Icons reference
abki_de		Restabfall	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
act_gov_au		Garbage	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
act_gov_au		Organic	Icons.ORGANIC	ORGANIC	high	already Icons reference
act_gov_au		Recycle	Icons.RECYCLING	RECYCLING	high	already Icons reference
adur_worthing_gov_uk		Garden	Icons.GARDEN	GARDEN	high	already Icons reference
adur_worthing_gov_uk		Recycling	Icons.RECYCLING	RECYCLING	high	already Icons reference
adur_worthing_gov_uk		Refuse	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
affarsverken_se		Matavfall	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
affarsverken_se		Restavfall	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
affarsverken_se		Trädgårdsavfall	Icons.GARDEN	GARDEN	high	already Icons reference
afvalstoffendienst_nl		Glas	Icons.GLASS	GLASS	high	already Icons reference
afvalstoffendienst_nl		Groente-Fruit-Tuinafval-etensresten	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
afvalstoffendienst_nl		Kerstboom	Icons.CHRISTMAS_TREE	CHRISTMAS_TREE	high	already Icons reference
afvalstoffendienst_nl		Papier	Icons.PAPER	PAPER	high	already Icons reference
afvalstoffendienst_nl		Plastic-Blik-Drankkartons	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
afvalstoffendienst_nl		Restafval	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
aha_region_de		Bioabfall	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
aha_region_de		Glass	Icons.GLASS	GLASS	high	already Icons reference
aha_region_de		Leichtverpackungen	Icons.RECYCLING	RECYCLING	high	already Icons reference
aha_region_de		Papier	Icons.PAPER	PAPER	high	already Icons reference
aha_region_de		Restabfall	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
ahe_de		Bioabfall	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
ahe_de		Gelber Sack	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
ahe_de		Papier	Icons.PAPER	PAPER	high	already Icons reference
ahe_de		Restabfall	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
alchenstorf_ch		Alteisenabfuhr Alchenstorf	Icons.ELECTRONICS	ELECTRONICS	high	already Icons reference
alchenstorf_ch		Grünabfuhr Alchenstorf	Icons.ORGANIC	ORGANIC	high	already Icons reference
alchenstorf_ch		Kartonsammlung Alchenstorf	Icons.PAPER	PAPER	high	already Icons reference
alchenstorf_ch		Kehrichtabfuhr Alchenstorf	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
alchenstorf_ch		Papiersammlung Alchenstorf	Icons.PAPER	PAPER	high	already Icons reference
allerdale_gov_uk		Domestic Waste	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
allerdale_gov_uk		Garden Waste	Icons.GARDEN	GARDEN	high	already Icons reference
allerdale_gov_uk		Glass Cans and Plastic Recycling	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
amberg_de	de	Gelber Sack	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
amberg_de	de	Häckselgut	Icons.GARDEN	GARDEN	high	already Icons reference
amberg_de	de	Papiertonne	Icons.PAPER	PAPER	high	already Icons reference
amberg_de	de	Problemmüll	Icons.HAZARDOUS	HAZARDOUS	high	already Icons reference
amberg_de	de	Rest- und Biomüll	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
amberg_de	de	Sperrmüll	Icons.BULKY	BULKY	high	already Icons reference
ambervalley_gov_uk		COMMUNAL RECYCLING	Icons.RECYCLING	RECYCLING	high	already Icons reference
ambervalley_gov_uk		COMMUNAL REFUSE	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
ambervalley_gov_uk		GREEN	Icons.ORGANIC	ORGANIC	high	already Icons reference
ambervalley_gov_uk		RECYCLING	Icons.RECYCLING	RECYCLING	high	already Icons reference
ambervalley_gov_uk		REFUSE	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
amsa_it	it	carta e cartone	Icons.PAPER	PAPER	high	already Icons reference
amsa_it	it	indifferenziato	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
amsa_it	it	organico	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
amsa_it	it	plastica e metallo	Icons.METAL	METAL	high	already Icons reference
amsa_it	it	vetro	Icons.GLASS	GLASS	high	already Icons reference
antrimandnewtownabbey_gov_uk		Black bins	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
antrimandnewtownabbey_gov_uk		Brown bins	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
antrimandnewtownabbey_gov_uk		Kerbside Recycling	Icons.RECYCLING	RECYCLING	high	already Icons reference
app_abfallplus_de		bio	Icons.ORGANIC	ORGANIC	high	already Icons reference
app_abfallplus_de		blaue tonne	Icons.PAPER	PAPER	high	already Icons reference
app_abfallplus_de		braun	Icons.ORGANIC	ORGANIC	high	already Icons reference
app_abfallplus_de		gelber sack	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
app_abfallplus_de		glass	Icons.GLASS	GLASS	high	already Icons reference
app_abfallplus_de		grau	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
app_abfallplus_de		pappier	Icons.PAPER	PAPER	high	already Icons reference
app_abfallplus_de		plastik	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
app_abfallplus_de		restmüll	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
app_abfallplus_de		schwarz	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
app_abfallplus_de		wertstoff	Icons.RECYCLING	RECYCLING	high	already Icons reference
app_my_local_services_au	au	Bio	Icons.ORGANIC	ORGANIC	high	already Icons reference
app_my_local_services_au	au	Glass	Icons.GLASS	GLASS	high	already Icons reference
app_my_local_services_au	au	Paper	Icons.PAPER	PAPER	high	already Icons reference
app_my_local_services_au	au	Recycle	Icons.RECYCLING	RECYCLING	high	already Icons reference
app_my_local_services_au	au	Trash	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
apps_ci_minneapolis_mn_us		DOMESTIC	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
apps_ci_minneapolis_mn_us		ORGANIC	Icons.ORGANIC	ORGANIC	high	already Icons reference
apps_ci_minneapolis_mn_us		RECYCLE	Icons.RECYCLING	RECYCLING	high	already Icons reference
apps_imactivate_com	uk	black	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
apps_imactivate_com	uk	black bin	Icons.RECYCLING	RECYCLING	high	already Icons reference
apps_imactivate_com	uk	brown	Icons.ORGANIC	ORGANIC	high	already Icons reference
apps_imactivate_com	uk	garden	Icons.GARDEN	GARDEN	high	already Icons reference
apps_imactivate_com	uk	glass	Icons.GLASS	GLASS	high	already Icons reference
apps_imactivate_com	uk	green	Icons.RECYCLING	RECYCLING	high	already Icons reference
apps_imactivate_com	uk	green bin	Icons.PAPER	PAPER	high	already Icons reference
apps_imactivate_com	uk	pink bin	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
apps_imactivate_com	uk	recycling	Icons.RECYCLING	RECYCLING	high	already Icons reference
apps_imactivate_com	uk	residual	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
apps_imactivate_com	uk	waste	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
apricaspa_it	it	carta	Icons.PAPER	PAPER	high	already Icons reference
apricaspa_it	it	carta e cartone	Icons.PAPER	PAPER	high	already Icons reference
apricaspa_it	it	imballaggi in plastica	Icons.RECYCLING	RECYCLING	high	already Icons reference
apricaspa_it	it	imballaggi in plastica e metallo	Icons.METAL	METAL	high	already Icons reference
apricaspa_it	it	indifferenziato	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
apricaspa_it	it	organico	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
apricaspa_it	it	pannolini	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
apricaspa_it	it	plastica	Icons.RECYCLING	RECYCLING	high	already Icons reference
apricaspa_it	it	plastica e metallo	Icons.METAL	METAL	high	already Icons reference
apricaspa_it	it	sfalci e potature	Icons.GARDEN	GARDEN	high	already Icons reference
apricaspa_it	it	tessili sanitari	Icons.TEXTILE	TEXTILE	high	already Icons reference
apricaspa_it	it	verde	Icons.GARDEN	GARDEN	high	already Icons reference
apricaspa_it	it	vetro	Icons.GLASS	GLASS	high	already Icons reference
apricaspa_it	it	vetro e lattine	Icons.GLASS	GLASS	high	already Icons reference
apricaspa_it	it	vetro e metalli	Icons.GLASS	GLASS	high	already Icons reference
apricaspa_it	it	vetro e metallo	Icons.GLASS	GLASS	high	already Icons reference
araccolta_it		Carta e cartone	Icons.PAPER	PAPER	high	already Icons reference
araccolta_it		Organico	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
araccolta_it		Plastica e metalli	Icons.METAL	METAL	high	already Icons reference
araccolta_it		Secco residuo	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
araccolta_it		Vetro	Icons.GLASS	GLASS	high	already Icons reference
ardsandnorthdown_gov_uk		blue	Icons.RECYCLING	RECYCLING	high	already Icons reference
ardsandnorthdown_gov_uk		glass	Icons.GLASS	GLASS	high	already Icons reference
ardsandnorthdown_gov_uk		green	Icons.ORGANIC	ORGANIC	high	already Icons reference
ardsandnorthdown_gov_uk		grey	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
armaghbanbridgecraigavon_gov_uk		Domestic	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
armaghbanbridgecraigavon_gov_uk		Garden & Food	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
armaghbanbridgecraigavon_gov_uk		Recycling	Icons.RECYCLING	RECYCLING	high	already Icons reference
art_trier_de		Altpapier	Icons.PAPER	PAPER	high	already Icons reference
art_trier_de		Gelber Sack	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
art_trier_de		Restmüll	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
arun_gov_uk		food	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
arun_gov_uk		garden	Icons.GARDEN	GARDEN	high	already Icons reference
arun_gov_uk		recycl	Icons.RECYCLING	RECYCLING	high	already Icons reference
arun_gov_uk		refuse	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
arun_gov_uk		rubbish	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
arun_gov_uk		waste	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
ashfield_gov_uk		Domestic Glass Collection Service	Icons.GLASS	GLASS	high	already Icons reference
ashfield_gov_uk		Domestic Recycling Collection Service	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
ashfield_gov_uk		Garden Waste Collection Service	Icons.GARDEN	GARDEN	high	already Icons reference
ashfield_gov_uk		Residual Waste Collection Service	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
ashford_gov_uk		food waste	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
ashford_gov_uk		garden waste	Icons.GARDEN	GARDEN	high	already Icons reference
ashford_gov_uk		household refuse	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
ashford_gov_uk		recycling	Icons.RECYCLING	RECYCLING	high	already Icons reference
asm_pv_it	it	carta	Icons.PAPER	PAPER	high	already Icons reference
asm_pv_it	it	cartone	Icons.PAPER	PAPER	high	already Icons reference
asm_pv_it	it	indifferenziato	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
asm_pv_it	it	ingombranti	Icons.BULKY	BULKY	high	already Icons reference
asm_pv_it	it	multimateriale	Icons.RECYCLING	RECYCLING	high	already Icons reference
asm_pv_it	it	plastica	Icons.RECYCLING	RECYCLING	high	already Icons reference
asm_pv_it	it	secco	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
asm_pv_it	it	sfalci	Icons.GARDEN	GARDEN	high	already Icons reference
asm_pv_it	it	umido	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
asm_pv_it	it	verde	Icons.GARDEN	GARDEN	high	already Icons reference
asm_pv_it	it	vetro	Icons.GLASS	GLASS	high	already Icons reference
asr_chemnitz_de		Bio	Icons.ORGANIC	ORGANIC	high	already Icons reference
asr_chemnitz_de		Leichtstoffverpackungen	Icons.RECYCLING	RECYCLING	high	already Icons reference
asr_chemnitz_de		Pappe, Papier & Kart.	Icons.PAPER	PAPER	high	already Icons reference
asr_chemnitz_de		Restabfall	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
asr_chemnitz_de		Weihnachtsbaum	Icons.CHRISTMAS_TREE	CHRISTMAS_TREE	high	already Icons reference
avfallsapp_se	se	Deponi	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
avfallsapp_se	se	Färgat glas	Icons.GLASS	GLASS	high	already Icons reference
avfallsapp_se	se	Hushållsavfall	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
avfallsapp_se	se	Metall	Icons.METAL	METAL	high	already Icons reference
avfallsapp_se	se	Ofärgat glas	Icons.GLASS	GLASS	high	already Icons reference
avfallsapp_se	se	Papper	Icons.PAPER	PAPER	high	already Icons reference
avfallsapp_se	se	Plast	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
avfallsapp_se	se	Tidning	Icons.NEWSPAPER	NEWSPAPER	high	already Icons reference
avfallsapp_se	se	Tunna 1	Icons.RECYCLING	RECYCLING	high	already Icons reference
avfallsapp_se	se	Tunna 2	Icons.RECYCLING	RECYCLING	high	already Icons reference
avfallsor_no		Bio	Icons.ORGANIC	ORGANIC	high	already Icons reference
avfallsor_no		Glass	Icons.GLASS	GLASS	high	already Icons reference
avfallsor_no		Metal	Icons.METAL	METAL	high	already Icons reference
avfallsor_no		Paper	Icons.PAPER	PAPER	high	already Icons reference
avfallsor_no		Plastic	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
avfallsor_no		Residual	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
awb_ammerland_de		Ast- und Strauchwerk	Icons.GARDEN	GARDEN	high	already Icons reference
awb_ammerland_de		Bioabfall	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
awb_ammerland_de		Gelber Sack	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
awb_ammerland_de		Papier	Icons.PAPER	PAPER	high	already Icons reference
awb_ammerland_de		Problemstoffe	Icons.HAZARDOUS	HAZARDOUS	high	already Icons reference
awb_ammerland_de		Restabfall	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
awb_bad_kreuznach_de		Bildschirm-/Kühlgeräte	Icons.ELECTRONICS	ELECTRONICS	high	already Icons reference
awb_bad_kreuznach_de		Bioabfall	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
awb_bad_kreuznach_de		Gelber Sack/Gelbe Tonne	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
awb_bad_kreuznach_de		Papiertonne	Icons.PAPER	PAPER	high	already Icons reference
awb_bad_kreuznach_de		Restabfall	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
awb_bad_kreuznach_de		Schadstoffsammlung	Icons.HAZARDOUS	HAZARDOUS	high	already Icons reference
awb_bad_kreuznach_de		altmetalle	Icons.METAL	METAL	high	already Icons reference
awb_emsland_de		Bioabfallbehaelter	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
awb_emsland_de		Papierbehaelter	Icons.PAPER	PAPER	high	already Icons reference
awb_emsland_de		Restabfallbehaelter	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
awb_emsland_de		Wertstoffbehaelter	Icons.RECYCLING	RECYCLING	high	already Icons reference
awb_mainz_bingen_de		Biomüll	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
awb_mainz_bingen_de		Gelbe/r Tonne / Sack	Icons.RECYCLING	RECYCLING	high	already Icons reference
awb_mainz_bingen_de		Glass	Icons.GLASS	GLASS	high	already Icons reference
awb_mainz_bingen_de		Papier	Icons.PAPER	PAPER	high	already Icons reference
awb_mainz_bingen_de		Problemmüll	Icons.HAZARDOUS	HAZARDOUS	high	already Icons reference
awb_mainz_bingen_de		Restmüll	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
awg_de		Biotonne	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
awg_de		Papiercontainer	Icons.PAPER	PAPER	high	already Icons reference
awg_de		Papiertonne	Icons.PAPER	PAPER	high	already Icons reference
awg_de		Restmuelltonne	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
awg_de		Restmüllcontainer	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
awg_wuppertal_de		Bio	Icons.ORGANIC	ORGANIC	high	already Icons reference
awg_wuppertal_de		Gelb	Icons.RECYCLING	RECYCLING	high	already Icons reference
awg_wuppertal_de		Papier	Icons.PAPER	PAPER	high	already Icons reference
awg_wuppertal_de		Restmüll	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
awg_wuppertal_de		Sperrmüll	Icons.BULKY	BULKY	high	already Icons reference
awg_wuppertal_de		Weihnachtsbaumabholung	Icons.CHRISTMAS_TREE	CHRISTMAS_TREE	high	already Icons reference
awigo_de		Bio-Tonne	Icons.ORGANIC	ORGANIC	high	already Icons reference
awigo_de		Gelbe Tonne/Gelben Sack	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
awigo_de		Glass	Icons.GLASS	GLASS	high	already Icons reference
awigo_de		Papiermülltonne	Icons.PAPER	PAPER	high	already Icons reference
awigo_de		Restmülltonne	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
awlneuss_de		blau	Icons.PAPER	PAPER	high	already Icons reference
awlneuss_de		braun	Icons.ORGANIC	ORGANIC	high	already Icons reference
awlneuss_de		gelb	Icons.RECYCLING	RECYCLING	high	already Icons reference
awlneuss_de		grau	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
awlneuss_de		pink	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
awm_muenchen_de		Biotonne	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
awm_muenchen_de		Papiertonne	Icons.PAPER	PAPER	high	already Icons reference
awm_muenchen_de		Restmülltonne	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
awm_muenchen_de		Wertstofftonne	Icons.RECYCLING	RECYCLING	high	already Icons reference
awv_ot_de		Biotonne	Icons.BIO_KITCHEN	BIO_KITCHEN	high	already Icons reference
awv_ot_de		Gelbe Tonne	Icons.PLASTIC_PACKAGING	PLASTIC_PACKAGING	high	already Icons reference
awv_ot_de		Hausmuelltonne	Icons.GENERAL_WASTE	GENERAL_WASTE	high	already Icons reference
awv_ot_de		Papiertonne	Icons.PAPER	PAPER	high	already Icons reference
